age,gender,region_category,joining_date,api_calls_90d,session_minutes_90d,days_since_active
63,F,City,27-09-2015,2175,416.73,4
10,F,,11-05-2015,415,176.83,10
19,M,,30-10-2017,1941,1118.46,1
15,F,Village,12-04-2016,227,258.34,4
19,F,City,06-03-2015,11799,723.12,2
40,F,,20-05-2015,1818,251.87,8
64,F,,24-12-2017,444,316.18,9
57,M,City,20-08-2016,333,397.21,1
17,M,Town,11-04-2016,215,93.49,3
60,F,Town,18-11-2016,14654,334.04,7
35,M,City,22-10-2016,1517,466.39,0
50,M,Town,02-10-2017,1646,330.72,0
27,F,City,23-02-2016,2076,718.7,5
46,M,City,08-09-2017,7374,829.97,2
60,M,,27-07-2017,262,248.44,4
59,F,Village,01-12-2015,440,186.71,8
51,F,Town,09-03-2017,200,192.64,3
39,M,Town,11-03-2017,2439,432.67,1
10,M,,25-02-2017,8530,462.3,0
13,F,City,02-03-2017,255,132.54,20
22,F,City,08-09-2017,1636,327.77,0
10,M,Town,22-07-2016,2275,216.13,3
16,M,City,30-06-2015,1654,493.23,5
39,F,City,12-04-2015,9830,1408.24,1
34,F,,12-12-2016,7896,814.37,11
35,M,Town,21-10-2017,303,328.21,3
60,M,Town,21-01-2016,274,565.95,7
20,F,Town,27-10-2015,1579,885.45,0
25,F,City,29-01-2016,298,271.36,5
54,F,Town,22-02-2017,1557,363.05,0
17,F,Town,25-05-2017,7777,395.4,0
18,M,City,19-11-2017,256,106.36,18
60,F,,01-05-2017,3079,480.07,1
18,M,,16-08-2015,8196,791.01,1
36,M,,29-11-2017,2076,662.75,1
26,F,Village,09-02-2016,2168,978.67,0
45,F,Village,22-03-2017,1406,352.02,2
39,F,Town,02-06-2015,10058,538.73,1
57,M,City,27-04-2015,2197,482.83,1
14,M,Town,15-12-2017,7310,1200.88,0
62,M,Village,04-10-2017,13682,847.93,5
54,F,City,24-11-2017,245,499.97,2
59,M,Town,22-03-2016,325,312.27,2
59,M,Village,18-01-2015,1362,439.17,1
18,M,,26-03-2015,298,194.66,15
31,M,City,07-11-2017,379,106.95,4
55,M,Village,30-04-2016,2431,523.21,1
53,F,Town,25-04-2015,1950,479.48,8
28,F,,24-10-2016,2170,225.91,17
22,M,City,06-06-2017,2132,912.16,1
14,F,Village,20-08-2017,300,231.73,3
47,M,City,25-10-2017,297,221.79,6
36,F,Village,04-11-2015,2367,422.49,6
10,F,City,05-12-2015,12679,620.49,1
33,M,Town,28-02-2017,239,277.22,9
63,M,Town,04-09-2015,312,381.57,1
27,M,Town,21-02-2015,475,299.92,0
17,F,Village,15-02-2015,342,338.92,23
57,F,Town,03-08-2016,374,441.84,3
24,F,Town,24-08-2015,337,351.47,0
59,F,,10-12-2016,8767,666.13,7
16,F,Town,07-06-2016,2623,495.88,1
46,M,Village,25-03-2017,1727,413.3,4
28,M,Town,12-02-2017,6208,814.71,2
31,F,,03-08-2016,227,269.43,15
32,F,Town,29-04-2016,1570,490.27,4
11,F,City,08-04-2015,377,143.93,5
22,F,,02-06-2016,2720,668.98,3
50,M,City,10-12-2017,359,346.92,5
32,F,Town,17-04-2017,327,445.94,1
10,F,City,05-02-2017,241,443.14,7
17,M,Town,17-07-2017,476,88.58,3
64,M,,20-05-2017,14978,762.58,0
10,M,Town,24-06-2016,295,399.01,2
10,M,,25-05-2016,11250,878.44,0
57,F,City,16-01-2015,304,312.05,7
14,F,Town,21-11-2016,1464,239.46,4
47,M,,07-11-2015,17011,783.28,5
16,F,,19-06-2015,369,356.5,0
10,M,Town,20-03-2015,1797,565.85,8
37,M,Town,30-09-2015,1942,489.25,4
11,F,Town,23-04-2015,8751,1009.02,1
31,M,City,23-02-2015,1868,392.9,6
48,M,City,06-03-2016,2205,172.5,3
12,M,City,21-04-2015,329,346.55,1
11,F,Town,03-03-2016,226,489.25,23
16,M,Town,06-11-2017,323,160.53,0
15,F,Town,03-03-2017,355,128.76,20
56,M,City,02-04-2016,286,614.07,5
20,M,Town,08-10-2017,276,494.38,1
19,M,Town,20-01-2017,307,53.75,6
61,F,Town,08-09-2016,231,384.71,6
24,M,Town,20-09-2015,335,196.73,11
26,F,City,17-05-2015,265,700.61,1
10,F,,04-10-2015,405,95.73,3
35,M,Town,18-09-2015,297,115.99,0
14,F,Village,02-04-2015,2347,639.2,0
10,M,City,20-02-2016,8723,614.87,4
33,M,Village,07-11-2016,313,167.68,0
12,M,Village,15-12-2017,237,208.92,3
47,M,Town,20-06-2016,487,668.33,1
64,M,,26-01-2016,363,196.07,5
10,F,,06-02-2016,287,278.76,17
27,M,,12-08-2016,1490,319.84,0
31,M,,26-06-2017,2186,949.52,0
39,M,City,07-05-2016,2506,613.21,1
56,M,City,16-06-2017,214,215.21,0
13,M,Town,25-08-2016,438,240.48,5
29,M,Town,29-06-2017,1237,734.21,2
61,F,City,22-02-2016,9601,1167.48,0
19,M,,31-08-2015,10321,958.48,0
50,F,City,23-04-2017,346,378.46,14
48,F,Town,05-01-2015,1793,448.69,5
24,F,Town,04-02-2015,317,342.05,4
54,M,City,30-01-2016,13604,332.9,8
38,F,Town,19-03-2015,2159,219.33,10
60,M,City,08-10-2017,6892,1315.47,0
13,M,,11-03-2017,217,264.05,3
24,M,Town,12-12-2015,1762,371.18,7
50,M,Village,25-05-2015,296,250.88,6
49,M,Town,25-08-2017,357,558.7,3
46,F,Town,08-01-2017,247,251.9,8
46,M,Town,22-08-2017,231,27.36,4
14,F,Town,04-09-2017,1913,832.09,4
62,M,City,25-09-2017,320,250.53,9
63,M,Town,01-06-2015,290,252.85,1
27,F,Village,13-05-2016,2562,451.15,2
21,M,City,31-03-2015,353,543.21,1
12,M,City,18-06-2015,1702,327.98,0
31,M,Town,02-11-2016,8441,1113.09,0
55,M,City,16-08-2016,325,583.4,1
12,M,Village,18-08-2017,353,591.27,5
63,F,City,13-04-2017,7629,1051.55,0
37,M,Town,25-05-2016,319,175.55,7
60,M,Town,09-02-2017,338,493.37,0
47,M,Town,21-12-2015,8336,367.1,6
26,M,Town,07-08-2017,380,369.27,0
59,M,,20-02-2015,9563,1278.92,2
56,M,,17-11-2016,6858,795.17,0
52,M,Village,05-05-2017,2559,843.32,1
36,F,Village,11-05-2017,365,484.68,5
63,M,City,05-11-2015,2238,695.19,0
42,M,,13-06-2017,2684,110.75,2
63,F,City,11-11-2017,342,111.4,21
29,M,Town,09-08-2016,294,76.32,13
56,F,Village,24-08-2016,11602,463.48,0
32,F,City,16-01-2016,1526,926.75,2
31,M,Town,24-08-2015,6978,819.75,1
61,M,City,07-06-2015,288,136.4,5
38,F,Village,09-09-2016,359,288.13,10
52,M,,16-08-2017,6792,775.93,0
34,M,Town,18-06-2016,343,192.39,13
44,F,City,07-11-2015,303,357.78,0
39,M,,28-09-2017,10948,864.99,3
36,F,Town,12-10-2016,11729,611.34,0
31,M,,23-08-2016,275,385.46,2
30,M,Town,16-08-2015,251,147.42,11
14,M,,29-08-2017,1910,680.64,0
11,M,Town,14-12-2017,2079,550.26,0
46,F,Town,01-07-2015,1399,331.23,0
64,F,Town,21-06-2016,1666,880.12,1
24,M,City,27-04-2015,467,175.54,5
23,M,,11-01-2017,412,328.84,5
34,M,City,16-10-2016,296,455.94,0
58,F,City,09-04-2015,330,356.89,4
45,F,City,05-11-2016,1985,561.57,6
39,M,,18-09-2015,11556,452.1,0
14,M,Village,06-02-2015,13266,1052.3,3
29,F,,24-02-2017,2157,499.8,0
58,M,City,17-03-2016,1835,594.9,6
60,M,City,30-06-2017,471,98.08,15
14,M,,14-07-2015,338,291.57,4
32,F,,03-01-2016,1589,585.98,0
25,F,Village,28-11-2015,2389,721.2,8
11,F,City,20-09-2017,2049,414.42,1
32,M,,02-01-2017,490,327.27,3
13,M,Village,04-12-2015,10567,807.07,5
23,M,City,19-04-2016,2592,292.52,1
39,F,City,22-06-2016,1681,381.01,4
14,F,City,07-05-2015,9807,633.57,1
55,M,Town,19-01-2016,441,199.43,2
24,F,City,16-03-2016,373,432.7,5
52,F,City,10-01-2015,2327,371.34,2
35,F,Town,03-07-2016,530,282.53,14
56,F,Town,13-02-2016,15490,818.94,1
53,F,City,18-12-2017,315,235.17,1
60,M,,28-05-2017,1392,291.6,1
48,F,Town,04-10-2017,325,203.91,6
59,F,Village,10-02-2015,505,284.88,1
44,F,City,22-07-2015,323,240.76,7
47,F,Village,08-11-2017,9714,1443.67,2
34,M,,25-05-2017,9453,296.59,6
52,F,Village,24-03-2016,1708,717.46,1
46,M,Town,04-06-2015,431,510.06,2
29,M,City,13-11-2017,1321,510.73,4
17,M,City,04-02-2015,11167,554.69,0
15,M,City,17-09-2017,1383,186.62,5
25,M,City,07-03-2015,8669,562.42,2
21,F,Town,12-09-2017,312,553.55,13
32,F,Town,09-04-2017,248,420.56,3
59,M,Town,09-07-2016,424,483.42,2
27,F,,01-10-2015,2419,558.15,0
59,M,Town,24-05-2017,2106,243.05,6
17,F,Village,18-01-2015,273,197.91,7
34,M,Village,12-12-2017,2748,460.24,0
23,F,City,05-02-2017,7089,973.61,1
12,M,,14-12-2017,217,240.1,13
23,F,Village,29-03-2016,9194,413.86,0
64,F,City,15-11-2015,323,372.91,2
32,M,City,05-05-2015,382,322.24,2
28,F,Town,05-05-2016,2020,325.86,3
37,F,Village,22-11-2015,1984,500.23,2
19,M,Town,26-01-2016,9698,326.27,8
49,M,,17-05-2015,2420,498.29,1
13,F,City,12-07-2015,306,395.4,12
36,F,City,27-01-2015,9602,1272.85,0
40,M,City,03-09-2016,14457,844.81,0
25,F,Village,04-03-2016,420,91.37,12
46,F,Town,29-04-2015,290,134.41,6
16,M,,06-03-2016,11783,604.97,1
57,M,,28-10-2017,304,110.6,6
23,M,Town,23-11-2016,358,236.15,5
26,F,,29-08-2017,296,180.79,20
17,F,Village,13-05-2015,2290,198.69,10
46,M,Town,12-12-2016,13876,830.05,0
62,M,Town,29-02-2016,13242,761.69,0
54,M,City,05-10-2015,1832,502.33,5
45,M,,28-12-2017,1581,419.91,14
44,M,Town,06-11-2016,286,154.47,1
11,M,,15-03-2015,369,307.69,0
39,M,Town,21-07-2017,9176,620.16,0
51,M,Town,20-09-2016,14614,504.41,0
31,M,Town,17-04-2017,238,192.96,1
59,F,Town,26-01-2016,1600,635.12,7
35,M,City,20-12-2015,2371,279.45,2
13,F,Village,16-10-2015,1759,311.81,1
14,F,City,17-01-2015,1985,317.82,2
41,M,Village,10-02-2017,438,162.67,7
54,M,City,29-11-2016,2376,1104.01,1
43,M,Village,13-05-2016,9885,374.41,1
35,M,City,30-11-2017,264,247.69,4
53,M,City,24-03-2016,395,275.11,0
10,M,City,30-07-2017,8778,609.79,0
23,F,Town,17-05-2015,10907,658.37,10
58,M,City,12-07-2015,9972,386.65,8
36,F,Village,22-05-2015,11400,489.59,1
59,M,Town,31-07-2015,2827,456.32,1
23,M,City,17-06-2015,8020,958.88,1
40,M,Town,12-05-2015,529,287.24,4
15,M,Village,03-02-2016,11716,826.21,0
32,M,Town,29-08-2017,2861,697.66,0
43,F,City,20-04-2017,383,377.04,5
44,M,City,26-08-2015,434,227.93,11
44,M,Town,31-08-2015,2493,1329.11,0
47,F,Village,15-03-2015,368,362.58,6
62,F,,18-02-2017,7714,588.77,1
45,M,Town,07-04-2017,1962,411.71,3
35,M,Town,15-08-2017,2775,386.21,4
46,F,Town,27-03-2015,7460,1101.62,0
57,F,Town,23-06-2015,235,204.34,9
12,F,Town,24-08-2016,6610,1076.89,1
51,M,Town,28-01-2017,2908,979.28,3
60,F,City,02-12-2016,488,258.44,2
64,M,Village,18-03-2016,1571,635.93,1
13,M,City,17-02-2017,423,380.31,2
46,F,City,06-09-2017,2538,860.85,0
62,F,Town,10-03-2015,2457,445.64,7
41,M,Town,07-05-2015,1553,555.55,2
14,M,Town,02-09-2016,2056,381.36,0
38,M,City,15-12-2016,307,573.92,3
39,M,,09-02-2016,2048,622.62,6
56,M,Town,11-10-2017,411,160.17,7
46,F,Town,24-04-2015,373,208.18,5
35,F,Town,01-01-2015,204,68.7,9
43,F,City,19-09-2017,328,86.36,1
19,F,Village,26-02-2015,8606,464.98,0
60,M,,17-01-2017,278,574.98,1
27,F,City,05-12-2015,277,245.29,7
36,M,Town,19-03-2017,200,453.05,5
37,F,,15-01-2015,2147,484.62,1
28,M,Town,03-10-2015,8839,614.83,7
12,F,Town,18-05-2016,2040,257.14,10
12,F,City,11-10-2015,1371,1013,1
24,F,Village,18-06-2017,1938,870.12,2
62,F,City,08-08-2015,1418,374.71,1
54,M,Town,07-04-2015,2751,353.91,5
61,F,Village,24-04-2015,221,192.27,12
29,M,Town,01-04-2017,10619,707.85,2
17,M,City,14-11-2017,265,131.19,0
36,F,Town,04-06-2015,2190,703.98,1
31,M,City,13-10-2015,266,255.98,17
35,F,City,27-08-2017,307,77.62,21
43,F,Town,09-02-2015,270,746.45,0
20,M,City,14-11-2016,191,641.13,4
46,M,City,09-03-2016,287,191.68,37
56,F,Town,14-12-2017,1435,985.43,2
47,M,City,04-03-2015,1376,1021.39,0
60,M,,03-10-2017,427,451.08,3
25,F,,16-01-2015,1652,288.25,1
49,F,Town,19-02-2015,458,175.54,1
25,F,Town,03-04-2017,2133,993.46,0
19,F,City,26-06-2016,339,147.59,24
33,F,Town,24-01-2016,290,378.14,2
47,M,,23-05-2015,2768,300.56,1
11,F,,23-07-2016,308,264.68,0
64,M,City,14-04-2017,1556,895.06,1
60,M,Town,31-08-2017,387,656.06,4
21,M,City,24-09-2016,7932,623.43,2
19,M,Town,14-12-2015,401,442.87,4
53,F,City,02-09-2016,2436,557.52,6
10,F,City,23-02-2016,2359,590.41,1
31,F,Town,14-05-2016,1356,357.54,3
52,F,Town,23-06-2016,1528,657.31,1
58,F,,23-09-2016,2657,676.96,1
33,F,Town,20-10-2015,2233,1040.68,1
62,F,Village,24-01-2016,240,471.85,12
35,M,City,20-04-2016,14235,281.2,5
58,M,Town,15-11-2016,1548,391.96,4
14,F,City,14-06-2015,11990,1748.77,0
48,M,,28-02-2015,1579,756.85,4
18,F,Town,28-11-2017,387,190.32,0
55,F,Town,10-11-2015,255,218.67,7
22,F,,28-05-2016,2412,246.94,7
21,F,City,24-04-2016,341,508.23,5
38,M,Town,28-04-2016,1507,267.99,4
26,F,Town,24-10-2016,9175,1652.31,0
38,F,City,29-12-2015,526,267.93,0
47,F,City,02-01-2015,9681,1079.9,1
29,M,City,11-03-2016,337,86.67,5
27,F,,26-02-2015,392,278.18,3
33,M,City,10-07-2016,235,149.95,24
20,F,Town,09-02-2015,358,213.37,1
58,M,Village,12-02-2017,1496,545.56,2
57,M,Town,13-12-2017,304,270.13,4
57,F,City,08-05-2015,276,155.06,3
16,F,Town,20-01-2015,544,172.09,24
60,M,Town,22-09-2015,9495,659.86,0
36,F,Village,10-02-2017,8806,1015.88,1
61,M,City,03-07-2017,426,556.06,0
58,M,Town,07-05-2017,339,473.9,0
11,M,Village,15-07-2017,303,305.27,0
11,F,City,18-07-2015,1781,986.23,0
61,F,Town,10-07-2015,487,265.64,5
52,F,Town,03-03-2017,1546,764.98,6
23,M,Village,02-06-2017,239,643.29,3
55,M,Village,23-02-2017,6629,1038.27,2
48,M,City,18-01-2017,269,599.97,3
37,F,Village,19-05-2017,1545,520.37,5
25,F,Village,12-04-2017,548,204.2,6
50,F,City,06-12-2016,1407,546.73,2
38,F,Town,01-01-2016,2405,270.27,4
10,F,,22-08-2015,11887,1357.89,0
50,M,,29-04-2017,280,676.94,2
20,M,Village,07-02-2015,10174,1172.58,0
12,F,Town,31-01-2015,314,215.6,4
31,M,Town,18-04-2016,378,435.94,14
39,F,Village,17-12-2017,1788,333.45,0
53,F,Village,18-02-2016,316,88.48,7
53,F,Town,14-12-2015,1908,401.91,0
14,F,Town,10-10-2016,1916,669.8,0
52,F,City,27-02-2015,1665,436.58,1
12,M,Town,08-08-2016,1513,702.43,0
59,F,,21-01-2015,326,427.21,1
24,M,Village,14-03-2017,10469,961.13,1
55,M,,25-03-2017,1865,614.4,3
45,F,City,30-11-2016,467,304.74,2
39,M,Town,03-04-2016,1604,456.41,1
11,M,City,08-01-2015,343,312.75,0
54,F,Village,10-09-2016,8924,1189.65,1
35,M,Village,30-11-2017,401,300.12,23
35,F,City,04-01-2016,278,293.94,7
21,M,City,08-06-2017,2052,553.85,10
50,F,City,10-04-2016,332,363.67,0
60,M,City,14-03-2016,235,197.78,19
17,F,City,28-12-2015,414,181,12
64,F,,20-10-2016,418,368.04,2
14,F,Village,05-05-2016,1768,487.16,0
56,F,Village,15-10-2016,1521,1210.78,1
17,F,Town,14-07-2016,399,364.23,1
48,M,City,12-08-2016,2324,537.73,0
24,F,,19-07-2017,344,140.46,7
56,F,City,07-10-2015,6984,486.73,1
14,F,Town,06-04-2017,10302,550.83,1
61,M,Town,18-08-2016,1495,882.02,3
24,M,Village,02-12-2016,6764,626.68,0
34,M,Town,22-07-2017,328,104.54,5
59,F,City,10-11-2016,1553,462.67,1
41,F,City,01-12-2015,10029,599.64,4
12,F,Town,03-11-2017,1867,616.04,0
64,F,City,06-09-2015,1675,415.35,0
35,M,,23-01-2016,1302,350.18,2
64,F,City,10-02-2015,8238,1230.84,0
35,M,Village,29-01-2017,1153,347.9,5
52,M,City,06-06-2015,267,380.32,2
54,F,Village,08-09-2016,1462,960.75,0
47,F,City,09-12-2016,9961,734.56,4
13,F,Village,14-06-2017,239,418.9,5
29,F,City,25-07-2015,273,238.07,1
20,M,Town,20-04-2017,2026,810.74,0
63,F,Town,22-03-2016,354,238.81,9
31,F,Town,12-03-2015,1610,366.51,2
32,F,,01-04-2016,327,71.2,25
33,M,City,17-06-2017,9708,1100.89,2
46,M,City,15-03-2017,344,285.33,2
13,F,Town,14-10-2016,2220,357.46,5
14,M,,17-04-2015,438,311.99,1
22,M,Town,25-02-2017,344,132.1,3
30,M,Village,28-03-2016,285,201.8,8
42,M,Town,11-07-2015,266,668.5,0
59,M,Town,07-01-2017,1839,596.13,8
12,M,City,16-12-2016,368,146.53,4
40,M,City,29-01-2016,2099,265.96,25
57,M,Town,02-09-2016,2316,433.23,3
19,M,Town,04-12-2017,1642,344.26,2
25,F,City,26-09-2015,2185,352.34,5
16,M,Town,13-03-2017,2441,567.78,6
11,F,Town,09-01-2016,7315,1085.85,4
55,M,City,06-06-2017,2219,561.75,1
43,M,Town,04-08-2017,187,353.17,6
37,F,City,18-12-2015,314,178.97,1
54,F,Town,24-12-2015,7973,1146.68,1
35,M,Town,02-03-2017,271,538.4,0
21,M,Town,30-08-2017,334,230.23,6
59,M,Town,14-12-2017,9783,298.67,4
40,M,City,11-09-2017,2262,309.8,3
30,M,Town,01-01-2017,2452,311.23,1
13,M,Town,12-09-2017,2426,1155.11,0
41,M,Town,21-10-2015,385,100.53,4
41,F,City,26-05-2015,424,244.82,5
11,M,,01-11-2017,12795,1232.98,1
60,M,Village,12-04-2017,8493,650.04,1
13,F,Town,08-09-2016,7379,893.85,0
49,F,Town,30-09-2016,317,227.06,0
23,M,Town,10-11-2017,13808,1278.48,5
27,F,City,05-10-2015,13555,588.76,2
60,F,City,02-04-2016,399,260.02,2
36,M,,09-03-2017,294,391.29,4
14,M,,10-11-2015,309,425.56,2
24,F,Town,12-07-2017,2264,371.04,5
53,M,City,20-08-2016,302,378.87,1
35,F,,28-09-2017,2041,192.24,8
35,M,,22-02-2015,6173,1268.22,0
47,M,,12-11-2015,8757,1105.21,1
18,F,Town,03-09-2015,383,63.83,7
15,F,Town,11-11-2017,399,365.04,6
53,M,Village,16-08-2016,2191,607.23,0
37,M,City,04-03-2017,309,422.19,3
55,M,City,29-08-2015,1627,264.04,5
38,M,Town,03-04-2017,440,174.25,0
63,M,Town,12-06-2015,1547,433,6
40,M,City,15-01-2015,8942,1157.21,0
63,F,City,02-09-2015,2071,468.45,3
33,M,City,09-01-2017,330,180.04,14
15,F,,25-01-2015,8563,1483.51,3
63,F,Town,25-02-2017,2467,302.1,9
57,F,Town,27-05-2017,502,407.71,10
27,M,Town,01-05-2017,8321,234.22,4
23,F,City,30-09-2016,2171,412.84,0
50,M,Town,01-08-2015,258,212.03,1
53,F,Town,19-12-2017,278,185.37,1
54,F,,14-11-2016,1776,1010.08,1
50,F,Town,04-09-2017,444,235.58,8
62,F,Town,27-11-2017,1706,348.69,1
57,M,City,02-06-2015,416,100.96,0
39,F,,03-05-2016,7666,378.78,1
42,F,City,11-04-2017,1407,891.86,0
12,M,City,15-06-2015,234,213.67,2
32,F,Town,27-05-2016,2600,1214.47,1
22,M,City,12-04-2015,2132,241.72,3
51,F,Village,26-08-2016,320,565.39,1
53,F,City,10-11-2017,2259,452.69,2
18,M,Town,18-05-2015,193,575.5,0
26,M,Town,25-09-2016,10949,1049.44,1
40,M,Town,01-05-2017,242,490.52,1
48,F,,17-11-2017,427,192.35,8
28,M,Town,09-06-2017,343,256.31,5
27,F,City,25-09-2016,3134,663.17,0
49,M,City,09-08-2016,300,196.77,0
33,F,Town,02-12-2016,257,214.06,3
47,F,City,23-10-2015,252,214.58,15
41,M,Town,17-02-2016,8548,652.79,0
38,M,Town,02-08-2015,230,149.91,37
58,M,City,28-12-2015,315,434.25,0
18,M,City,01-01-2016,11613,799.44,0
35,M,Town,28-11-2017,282,305.42,3
31,M,City,07-10-2015,10262,942.38,0
45,F,City,15-03-2015,1502,420.2,0
62,F,,08-10-2016,223,103.71,11
55,M,Town,09-12-2016,243,237.12,3
59,F,City,07-02-2015,1882,402.13,1
29,F,,21-06-2015,459,412.04,5
41,M,Town,07-12-2015,7509,964.59,11
39,M,City,30-10-2015,1324,268.02,3
23,M,Town,05-11-2016,336,353.66,15
38,M,Town,19-01-2017,9033,614.66,2
20,F,,10-09-2015,451,301.99,2
27,M,City,09-02-2015,299,191.63,6
31,M,,10-04-2016,1504,992.36,0
49,M,City,30-04-2016,1777,812.33,4
43,M,Town,18-08-2017,9362,572.27,2
36,F,,18-10-2017,1712,525.89,5
34,M,Town,18-11-2015,377,390.74,0
31,M,City,03-11-2017,263,224,2
10,M,Town,03-01-2017,408,304.14,2
47,F,City,30-06-2015,392,616.61,2
56,F,,24-03-2015,233,573.92,4
10,M,Town,15-07-2017,285,163.42,4
34,F,Village,26-08-2016,2196,663.23,1
23,M,Town,05-10-2016,9140,733.56,1
62,M,Village,06-11-2016,2387,1005.37,6
10,M,Town,03-01-2015,3112,294.1,10
17,F,City,07-01-2016,9597,622.85,1
56,F,Village,10-06-2016,1945,472.4,1
48,F,Town,10-08-2017,233,282.86,11
43,M,Town,05-10-2015,9827,602.06,0
54,M,City,27-04-2015,10025,359.93,0
29,M,,02-11-2016,8234,580.35,2
35,M,City,01-10-2017,11738,1202.63,4
63,F,Village,13-09-2016,9036,840.76,0
20,M,City,13-04-2017,2411,660.92,0
52,M,City,02-08-2016,331,248.03,1
48,M,Village,29-01-2017,397,322.57,2
56,M,Town,02-06-2017,13364,593.29,4
23,F,,27-02-2017,274,114.91,3
61,M,Town,08-12-2016,8604,336.99,2
24,F,Town,29-03-2015,349,431.21,1
45,M,City,08-06-2016,14028,375,2
47,F,Town,01-05-2017,378,395.21,4
64,F,Town,25-01-2015,299,336.97,2
11,F,City,07-02-2015,2611,260.74,4
64,F,Town,30-08-2016,313,165.76,38
29,M,Town,27-12-2017,1259,240.42,1
64,F,Town,26-11-2016,309,244.02,13
52,M,,25-11-2017,207,297.41,0
48,M,City,06-04-2017,9685,953,0
44,F,City,24-08-2015,1574,1308.9,0
33,M,City,01-03-2015,2724,1057.17,3
38,M,Town,16-09-2015,1297,270.15,4
56,M,Town,03-07-2016,2212,603.87,3
58,M,Town,21-05-2017,12568,846.98,6
12,F,Town,06-12-2016,2183,452.06,5
52,F,City,16-03-2016,1250,347.41,1
51,M,Town,09-04-2017,11210,1579.99,3
19,F,Town,10-02-2015,9608,1398.11,6
34,F,City,14-05-2016,236,457.56,6
57,M,City,11-03-2016,2049,797.55,5
13,M,City,23-04-2016,1997,627.62,5
58,M,Town,04-03-2016,304,362.37,4
33,M,City,12-09-2016,8640,518.75,2
56,F,Town,09-09-2016,415,200.12,12
40,F,Town,28-04-2015,263,83.98,13
44,M,Town,13-08-2016,2600,538.52,3
50,M,Village,29-07-2016,310,466.99,0
14,F,Town,22-12-2017,1778,1064.55,0
20,M,City,06-07-2015,9716,1186,1
17,M,City,15-09-2016,1988,809.93,6
20,M,Town,27-02-2017,241,264.31,6
44,M,Village,05-06-2016,13273,1226.21,1
42,M,City,10-08-2016,1556,466.77,9
15,F,City,04-07-2016,321,226.81,6
38,F,City,20-10-2016,345,296.05,4
55,F,City,13-03-2017,1485,1087.05,0
56,M,Town,16-03-2017,2642,841.31,3
64,F,Village,09-02-2016,318,346.34,5
18,F,Town,31-05-2017,5917,856.78,4
34,M,Town,20-04-2015,2758,716.32,9
15,F,City,22-07-2016,2220,1037.74,2
12,F,Village,06-01-2015,9057,491.12,1
39,F,Town,31-10-2017,324,74.62,8
43,M,Town,06-02-2015,2205,239.48,1
58,F,Town,14-11-2016,10158,672.46,1
37,M,Town,13-01-2017,264,408.28,21
21,F,City,10-03-2017,275,232.52,5
57,F,Town,28-01-2016,380,164.69,4
46,F,City,06-11-2017,1509,281.15,4
57,F,City,17-12-2016,486,509.72,0
23,F,,20-03-2017,2042,559.9,8
57,M,,18-07-2017,371,537.93,0
56,F,Town,29-01-2016,9733,1205.53,0
46,F,Village,13-06-2016,3526,588.58,1
20,F,Village,23-05-2016,287,581.68,0
52,F,Village,09-09-2017,1610,695.94,0
14,M,Town,05-07-2015,7688,476.24,1
48,M,City,22-03-2017,382,283.03,6
26,M,Town,03-05-2016,1566,268.15,0
27,F,City,03-10-2017,8461,748.74,2
53,F,City,31-01-2016,10489,328.77,4
48,M,City,05-02-2017,276,111.01,12
27,F,Town,26-01-2017,9035,690.92,7
21,M,Town,02-07-2016,310,254.4,6
17,F,Town,31-08-2016,2189,860.76,3
12,M,,13-02-2017,10518,685.24,0
27,M,Town,01-01-2017,377,125.86,12
29,F,City,02-06-2016,1567,813.64,3
22,F,Town,02-04-2015,410,499.41,0
18,M,Town,21-10-2016,474,177.42,6
52,M,City,27-11-2015,334,492.33,1
33,M,Town,30-03-2016,11339,965.68,0
40,M,City,28-09-2015,1813,749.19,1
64,M,City,02-04-2015,274,611.55,13
42,M,Town,28-04-2015,1588,985.47,0
57,M,,16-11-2015,6330,565.7,1
56,M,Village,02-02-2015,11106,847.64,0
48,M,Town,12-04-2016,13674,475.41,4
19,M,City,11-12-2015,2441,282.56,6
22,M,City,07-07-2016,13026,887.65,0
41,F,Town,11-06-2017,2297,363.02,7
59,M,City,09-09-2016,311,572.88,3
17,F,Town,19-02-2016,1577,903.46,0
25,M,City,02-05-2016,2611,753.97,1
26,M,Town,06-02-2015,2344,587.32,1
33,F,Village,16-05-2016,11802,1474.79,0
14,F,Town,25-04-2017,268,75.23,22
21,F,Town,23-06-2016,1940,437.03,4
51,F,Town,15-03-2017,344,150.44,14
23,M,City,28-02-2015,2080,102.8,29
60,M,City,12-07-2017,213,179.16,15
28,Unknown,Town,12-12-2017,2065,397.26,0
34,F,Village,26-02-2017,2341,556.1,1
44,M,,15-05-2015,2655,415.3,2
46,M,City,26-04-2016,7901,439.9,0
50,F,Town,07-02-2015,10434,677.01,1
46,M,,06-02-2016,7471,1189.38,6
24,M,,05-03-2017,2044,673.92,1
32,M,,02-07-2017,259,359.44,7
55,M,Village,21-12-2015,7936,522.02,0
64,F,City,21-12-2015,8375,872.23,0
36,M,,23-08-2015,6855,276.66,1
59,F,City,27-04-2017,11273,378.46,5
24,F,Town,19-01-2015,322,318.44,1
17,F,Town,22-10-2015,2243,769.91,0
56,F,City,29-07-2016,2537,539.45,5
44,M,Town,12-07-2016,2142,667.2,5
16,M,Town,13-04-2015,11373,986.97,1
